ID,CANCELADO,CODIGO_BARRA,DATA_LANCAMENTO,DATA_PAGAMENTO,EMISSAO,ID_CANCELAMENTO,NUMERO,OBS,PARCELA,TOTAL_PARCELAS,VALOR,VALOR_PAGO,VENCIMENTO,FORMA_PAGAMENTO_ID,TIPO_CONTA_ID
183,false,000,2018-12-27 23:05:52,2012-11-12,2012-06-22,0,000,,0,0,532.75,532.75,2012-11-13,6,2
184,false,000,2018-12-27 23:05:52,2012-10-25,2012-10-18,0,000,EXTRA.COM (HD EXTERNO) 10/10 RN COMERCIO (CELULAR) 06/10 EQULIBRIO MODAS 04/04 ,0,0,112.59,112.59,2012-10-25,2,48
185,false,000,2018-12-27 23:05:52,2012-10-25,2012-10-15,0,000,,0,0,31.97,31.97,2012-10-25,2,11
186,false,000,2018-12-27 23:05:52,2012-11-08,2012-10-24,0,000,,0,0,271.00,271.00,2012-11-08,2,4
187,false,000,2018-12-27 23:05:52,2012-12-13,2012-06-22,0,000,,0,0,532.75,532.75,2012-12-13,6,2
188,false,09/027935943025,2018-12-27 23:05:52,2012-11-10,2012-10-12,0,09/027935943025,,1,48,414.12,414.12,2012-11-10,6,12
189,false,09/027935940325,2018-12-27 23:05:52,2012-12-20,2012-10-12,0,09/027935940325,,2,48,414.12,414.12,2012-12-10,6,12
190,false,000,2018-12-27 23:05:52,2012-11-26,2012-11-13,0,000,,0,0,233.68,233.68,2012-11-25,2,11
191,false,000,2018-12-27 23:05:52,2012-11-22,2012-11-07,0,000,,0,0,52.21,52.21,2012-11-22,2,1
192,false,000,2018-12-27 23:05:52,2012-11-26,2012-11-07,0,000,,0,0,32.90,32.90,2012-11-25,6,9
193,false,000,2018-12-27 23:05:52,2012-11-26,2012-11-07,0,000,,0,0,29.90,29.90,2012-11-25,6,5
194,false,000,2018-12-27 23:05:52,2012-11-26,2012-11-13,0,000,,0,0,50.19,50.19,2012-11-25,6,48
195,false,000,2018-12-27 23:05:52,2012-12-24,2012-12-11,0,000,,0,0,44.64,44.64,2012-12-24,7,1
196,false,09/027935943033,2018-12-27 23:05:52,2013-01-10,2012-10-12,0,09/027935943033,,3,48,414.12,414.12,2013-01-10,6,12
197,false,000,2018-12-27 23:05:52,2012-12-26,2012-12-02,0,000,,0,0,30.75,30.75,2012-12-25,6,5
198,false,000,2018-12-27 23:05:52,2012-12-26,2012-08-07,0,000,,0,0,32.90,32.90,2012-12-25,6,9
199,false,000,2018-12-27 23:05:52,2012-12-26,2012-07-25,0,000,,0,0,12.40,12.40,2012-12-25,6,3
200,false,000,2018-12-27 23:05:52,2012-12-26,2012-12-13,0,000,,0,0,215.79,215.79,2012-12-25,6,11
201,false,000,2018-12-27 23:05:52,2012-12-26,2012-12-13,0,000,,0,0,50.19,50.19,2012-12-25,6,48
202,false,000,2018-12-27 23:05:52,2012-12-26,2013-01-08,0,000,,0,0,285.00,285.00,2013-01-08,6,4
203,false,000,2018-12-27 23:05:52,2013-01-14,2012-12-08,0,000,pago com outro boleto  TERMINAL 0000155  TRANSAÃ?Ã?O 0649706,0,0,503.00,503.00,2013-01-13,7,2
204,false,000,2018-12-27 23:05:52,2013-02-07,2013-01-17,0,000,,0,0,285.00,285.00,2013-02-07,6,4
205,false,000,2018-12-27 23:05:53,2013-01-25,2013-01-07,0,000,,0,0,32.90,32.90,2013-01-25,7,9
206,false,000,2018-12-27 23:05:53,2013-01-25,2013-01-07,0,000,,0,0,29.90,29.90,2013-01-25,7,5
207,false,000,2018-12-27 23:05:53,2013-01-25,2013-01-15,0,000,,9,10,50.19,50.19,2013-01-25,7,48
208,false,000,2018-12-27 23:05:53,2013-01-25,2013-01-15,0,000,,1,2,334.02,334.02,2013-01-25,7,11
209,false,000,2018-12-27 23:05:53,2013-01-25,2013-01-04,0,000,,2,4,304.29,304.29,2013-01-25,7,13
210,false,000,2018-12-27 23:05:53,2013-02-25,2013-01-04,0,000,,3,4,304.29,304.29,2013-02-25,6,13
211,false,100977774309,2018-12-27 23:05:53,2013-03-26,2013-01-04,0,100977774309,pagamento no caixa com atraso com autenticação mecanica,4,4,304.29,304.29,2013-03-25,3,13
212,false,000,2018-12-27 23:05:53,2013-01-22,2013-01-11,0,000,,0,0,28.26,28.26,2013-01-22,6,1
213,false,09/027935943041,2018-12-27 23:05:53,2013-02-08,2012-10-12,0,09/027935943041,,4,48,414.12,414.12,2013-02-10,6,12
214,false,,2018-12-27 23:05:53,2012-10-10,2012-10-10,0,000,,1,3,99.67,99.67,2012-10-10,3,6
215,false,,2018-12-27 23:05:53,2013-01-23,2013-01-23,0,000,,1,3,329.93,329.93,2013-01-23,6,6
216,false,,2018-12-27 23:05:53,2013-02-26,2013-02-26,0,000,,2,3,329.93,329.93,2013-02-26,6,6
217,false,000,2018-12-27 23:05:53,2013-02-13,2013-01-16,0,000,pagamento de boleto que veio por email,0,0,543.00,543.00,2013-02-13,6,2
218,false,000,2018-12-27 23:05:53,2013-02-25,2013-02-13,0,000,ultima parcela celular,10,10,50.19,50.19,2013-02-25,6,48
219,false,000,2018-12-27 23:05:53,2013-02-25,2013-02-07,0,000,,0,0,29.90,29.90,2013-02-25,6,5
220,false,000,2018-12-27 23:05:53,2013-02-25,2013-02-07,0,000,,0,0,32.90,32.90,2013-02-25,6,9
221,false,000,2018-12-27 23:05:53,2013-02-22,2013-02-06,0,000,,0,0,54.84,54.84,2013-02-22,6,1
222,false,09/02793594302p,2018-12-27 23:05:53,2013-03-10,2012-10-12,0,09/02793594302p,,5,48,414.12,414.12,2013-03-10,6,12
223,false,000,2018-12-27 23:05:53,2013-03-25,2013-03-25,0,000,,3,4,329.93,329.93,2013-03-25,6,6
224,false,000,2018-12-27 23:05:53,2013-02-25,2013-02-13,0,000,mc eletronica  2/2  noran 2/4,0,0,177.45,177.45,2013-02-25,6,11
225,false,000,2018-12-27 23:05:53,2013-03-07,2013-02-14,0,000,,0,0,285.00,285.00,2013-03-07,6,4
226,false,201303000748874C,2018-12-27 23:05:53,2013-03-22,2013-03-03,0,201303000748874C,,0,0,37.78,37.78,2013-03-22,6,1
227,false,1895743314165,2018-12-27 23:05:53,2013-03-25,2013-03-14,0,1895743314165,,0,0,284.75,284.75,2013-03-25,6,11
228,false,000.662.384-AA,2018-12-27 23:05:53,2013-03-25,2013-03-07,0,000.662.384-AA,,0,0,36.51,36.51,2013-03-25,6,9
229,false,175/37853366-4,2018-12-27 23:05:53,2013-03-25,2013-03-25,0,175/37853366-4,,0,0,31.40,31.40,2013-03-25,6,3
230,false,000.585.156-AA,2018-12-27 23:05:53,2013-03-25,2013-03-07,0,000.585.156-AA,,0,0,29.90,29.90,2013-03-25,6,5
231,false,09/027935943068,2018-12-27 23:05:53,2013-04-10,2012-10-10,0,09/027935943068,,6,48,414.12,414.12,2013-04-10,6,12
232,false,09/027935943076,2018-12-27 23:05:53,2013-05-10,2012-10-10,0,09/027935943076,,7,48,414.12,414.12,2013-05-10,6,12
233,false,13031325351,2018-12-27 23:05:53,2013-04-13,2013-01-16,0,130313-253518,,0,0,543.00,543.00,2013-03-13,6,2
234,false,703/090,2018-12-27 23:05:53,2013-04-05,2013-03-14,0,703/090,,0,0,285.00,285.00,2013-04-05,6,4
235,false,201304000414340,2018-12-27 23:05:53,2013-04-22,2013-04-09,0,201304000414340,,0,0,37.77,37.77,2013-04-22,6,1
236,false,00.713.672.-AA,2018-12-27 23:05:53,2013-04-25,2013-04-15,0,00.713.672.-AA,,0,0,29.77,29.77,2013-04-25,7,5
237,false,00.954.312-AA,2018-12-27 23:05:53,2013-04-25,2013-04-07,0,00.954.312-AA,,0,0,37.44,37.44,2013-04-25,7,9
238,false,0505660000232360,2018-12-27 23:05:53,2013-04-25,2013-04-16,0,0505660000232360,,0,0,210.23,210.23,2013-04-25,7,11
239,false,703090,2018-12-27 23:05:53,2013-05-10,2013-04-17,0,703090,pagamento com atraso solicitei segunda via,0,0,285.00,285.00,2013-05-08,6,4
240,false,130513-270518,2018-12-27 23:05:53,2013-05-13,2013-04-26,0,130513-270518,,0,0,594.50,594.50,2013-05-13,6,2
241,false,130613-270518,2018-12-27 23:05:53,2013-06-13,2013-04-26,0,130613-270518,,0,0,568.50,568.50,2013-06-13,6,2
242,false,130713-270518,2018-12-27 23:05:53,2013-07-15,2013-04-26,0,130713-270518,,0,0,568.50,568.50,2013-07-13,6,2
243,false,2379269505626958215124000036070756670000054300,2018-12-27 23:05:53,2013-04-13,2013-01-16,0,130413-253518,,0,0,543.00,543.00,2013-04-13,6,2
244,false,201305000653957,2018-12-27 23:05:53,2013-05-22,2013-05-09,0,201305000653957,,0,0,31.29,31.29,2013-05-22,6,1
246,false,000.782.689-AA,2018-12-27 23:05:53,2013-05-27,2013-05-13,0,000.782.689-AA,,0,0,29.90,29.90,2013-05-25,6,5
247,false,703/090,2018-12-27 23:05:53,2013-06-07,2013-05-15,0,703/090,,0,0,285.00,285.00,2013-06-07,6,4
248,false,00279935943,2018-12-27 23:05:53,2013-06-10,2012-10-12,0,00279935943,,8,48,414.12,414.12,2013-06-10,6,12
252,false,000.752.888-AA,2018-12-27 23:05:53,2013-06-25,2013-06-12,0,000.752.888-AA,terminal - 0000163,0,0,29.90,29.90,2013-06-25,7,5
255,false,703/090,2018-12-27 23:05:53,2013-07-05,2013-06-17,0,703/090,,0,0,285.00,285.00,2013-07-05,6,4
256,false,20106000675153c,2018-12-27 23:05:53,2013-06-24,2013-06-08,0,20106000675153c,,0,0,27.47,27.47,2013-06-24,6,1
257,false,000.935012-AA,2018-12-27 23:05:53,2013-06-25,2013-06-07,0,000.935012-AA,terminal 0000163,0,0,37.50,37.50,2013-06-25,7,9
258,false,0505660000232360,2018-12-27 23:05:53,2013-06-25,2013-06-14,0,0505660000232360,pagamento do processador Kabum terminal 0000163,0,0,995.93,995.93,2013-06-25,7,11
259,false,175/37853366-4,2018-12-27 23:05:53,2013-06-25,2013-06-25,0,175/37853366-4,gabinete computador Kabum terminal 0000163,0,0,175.36,175.36,2013-06-25,7,3
260,false,2374/1118951,2018-12-27 23:05:53,2013-07-10,2012-10-12,0,2374/1118951,,9,48,414.12,414.12,2013-07-10,6,12
261,false,2374\n111895,2018-12-27 23:05:53,2013-08-12,2012-10-12,0,2374/1118951,,10,48,414.12,414.12,2013-08-10,6,12
262,false,2374\n111895,2018-12-27 23:05:53,2013-09-10,2012-10-12,0,2374/1118951,,11,48,414.12,414.12,2013-09-10,6,12
264,false,00.936.508-A,2018-12-27 23:05:53,2013-07-25,2013-07-07,0,00.936.508-A,,0,0,29.90,29.90,2013-07-25,6,5
265,false,000.954.879-AA,2018-12-27 23:05:53,2013-07-25,2013-07-07,0,000.954.879-AA,ultima parcela plano cancelado,0,0,16.24,16.24,2013-07-25,6,9
266,false,703/090,2018-12-27 23:05:53,2012-12-07,2012-11-21,0,703/090,,0,0,285.00,285.00,2012-12-07,6,4
267,false,175/37853366-4,2018-12-27 23:05:53,2013-07-25,2013-07-25,0,175/37853366-4,,0,0,65.32,65.32,2013-07-25,6,3
268,false,0505660000232360,2018-12-27 23:05:53,2013-07-25,2013-07-16,0,0505660000232360,,0,0,721.44,721.44,2013-07-25,6,11
269,false,130813-285518,2018-12-27 23:05:53,2013-08-12,2013-07-03,0,130813-285518,,0,0,568.50,568.50,2013-08-13,6,2
270,false,000.973.990-AA,2018-12-27 23:05:53,2013-08-26,2013-08-07,0,000.973.990-AA,,0,0,29.90,29.90,2013-08-25,6,5
272,false,000.741.017-AA,2018-12-27 23:05:53,2013-11-25,2013-11-07,0,000.741.017-AA,,0,0,29.90,29.90,2013-11-25,6,5
274,false,000.584.885-AA,2018-12-27 23:05:53,2013-10-25,2013-10-14,0,000.584.885-AA,,0,0,29.90,29.90,2013-10-25,7,5
275,false,992168579,2018-12-27 23:05:53,2013-10-25,2013-10-25,0,992168579,,0,0,29.94,29.94,2013-10-25,7,50
276,false,0505660000232360,2018-12-27 23:05:53,2013-10-25,2013-10-16,0,0505660000232360,,0,0,314.02,314.02,2013-10-25,7,11
277,false,05056600000232360,2018-12-27 23:05:53,2013-11-25,2013-11-13,0,05056600000232360,,0,0,308.45,308.45,2013-11-25,6,11
278,false,201311000690909C,2018-12-27 23:05:53,2013-11-25,2013-11-08,0,201311000690909C,,0,0,40.68,40.68,2013-11-25,6,1
280,false,992168579,2018-12-27 23:05:53,2013-11-25,2013-11-25,0,992168579,,0,0,49.90,49.90,2013-11-25,6,50
281,false,201309000860222C,2018-12-27 23:05:54,2013-09-25,2013-09-12,0,201309000860222C,,0,0,35.89,35.89,2013-09-25,6,1
282,false,201310000740357C,2018-12-27 23:05:54,2013-10-22,2013-10-14,0,201310000740357C,,0,0,31.88,31.88,2013-10-22,6,1
283,false,703/090,2018-12-27 23:05:54,2013-10-07,2013-09-18,0,703/090,,0,0,285.00,285.00,2013-10-07,6,4
284,false,703/090,2018-12-27 23:05:54,2013-09-06,2013-08-19,0,703/090,,0,0,285.00,285.00,2013-09-06,6,4
285,false,703/090,2018-12-27 23:05:54,2013-11-07,2013-10-30,0,703/090,,0,0,285.00,285.00,2013-11-07,6,4
286,false,000.660.832-AA,2018-12-27 23:05:54,2013-09-25,2013-09-07,0,000.660.832-AA,,0,0,29.90,29.90,2013-09-25,6,5
287,false,05056600000232360,2018-12-27 23:05:54,2013-09-25,2013-09-17,0,05056600000232360,,0,0,322.43,322.43,2013-09-25,6,11
288,false,703/090,2018-12-27 23:05:54,2013-08-07,2013-07-15,0,703/090,,0,0,285.00,285.00,2013-08-07,6,4
289,false,201308000808776C,2018-12-27 23:05:54,2013-08-22,2013-08-08,0,201308000808776C,,0,0,35.86,35.86,2013-08-22,6,1
290,false,0505660000232360,2018-12-27 23:05:54,2013-08-26,2013-08-15,0,0505660000232360,,0,0,863.98,863.98,2013-08-25,6,11
292,false,000675010AA,2018-12-27 23:05:54,2012-12-26,2013-12-07,0,000675010AA,,0,0,30.75,30.75,2013-12-25,6,5
295,false,000905475AA,2018-12-27 23:05:54,2012-12-26,2012-12-07,0,000905475AA,,0,0,32.90,32.90,2012-12-25,6,9
298,false,0027935943,2018-12-27 23:05:54,2013-10-10,2012-10-12,0,0027935943,,12,48,414.12,414.12,2013-10-10,6,12
299,false,0027935943,2018-12-27 23:05:54,2013-11-11,2012-10-12,0,0027935943,,13,48,414.12,414.12,2013-11-10,6,12
300,false,0027935943,2018-12-27 23:05:54,2013-12-10,2012-10-12,0,0027935943,,14,48,414.12,414.12,2013-12-10,6,12
301,false,703/090,2018-12-27 23:05:54,2013-12-10,2013-12-03,0,703/090,,0,0,300.00,300.00,2013-12-10,6,4
302,false,09/027935943157,2018-12-27 23:05:54,2014-01-10,2012-10-12,0,09/027935943157,,15,48,414.12,414.12,2014-01-10,6,12
303,false,06/269582518344,2018-12-27 23:05:54,2013-10-13,2013-07-03,0,06/269582518344,,0,0,568.50,568.50,2013-10-13,6,2
304,false,06/269582621226,2018-12-27 23:05:54,2013-11-13,2013-06-24,0,06/269582621226,,0,0,568.50,568.50,2013-11-13,6,2
305,false,06/269582518328,2018-12-27 23:05:54,2013-09-13,2013-07-03,0,06/269582518328,,0,0,568.50,568.50,2013-09-13,6,2
306,false,10.150.476.999,2018-12-27 23:05:54,2014-12-26,2013-12-10,0,10.150.476.999,pago adiantado,1,4,256.04,256.04,2014-01-03,6,13
307,false,000.718.614-AA,2018-12-27 23:05:54,2013-12-26,2013-12-13,0,000.718.614-AA,,0,0,29.90,29.90,2013-12-25,6,5
308,false,000.773.814-AA,2018-12-27 23:05:54,2014-01-24,2014-01-07,0,000.773.814-AA,,0,0,32.90,32.90,2014-01-25,6,5
309,false,201401000756960,2018-12-27 23:05:54,2014-01-24,2014-01-08,0,201401000756960,,0,0,39.52,39.52,2014-01-22,6,1
310,false,0505660000232360,2018-12-27 23:05:54,2014-01-24,2014-01-16,0,0505660000232360,	,0,0,219.77,219.77,2014-01-25,6,48
311,false,992168579,2018-12-27 23:05:54,2014-01-24,2014-01-25,0,992168579,,0,0,49.90,49.90,2014-01-25,6,50
312,false,1015264722917,2018-12-27 23:05:54,2014-01-24,2013-12-27,0,1015264722917,,2,4,256.05,256.05,2014-01-25,6,13
314,false,703/090,2018-12-27 23:05:54,2014-02-04,2014-01-20,0,703/090,,0,0,300.00,300.00,2014-02-07,6,4
315,false,09/027935943165,2018-12-27 23:05:54,2014-02-10,2012-10-12,0,09/027935943165,,16,48,414.12,414.12,2014-02-10,6,12
316,false,140213-315518,2018-12-27 23:05:54,2014-02-13,2014-02-13,0,140213-315518,,0,0,573.00,573.00,2014-02-13,6,2
317,false,237926950562695828541330003607021600100000573000,2018-12-27 23:05:54,2014-03-13,2014-02-13,0,140313-315518,,0,0,573.00,573.00,2014-03-13,6,2
318,false,000,2018-12-27 23:05:54,2014-02-25,2014-01-23,0,000,,2,3,326.50,326.50,2014-02-25,6,6
319,false,000,2018-12-27 23:05:54,2014-01-23,2014-01-23,0,000,,1,3,326.50,326.50,2014-01-23,6,6
