ID,DATA,DATA_LACAMENTO,OBS,VALOR,FORMA_PAGAMENTO_ID,FORNECEDOR_ID,TIPO_DESPESA_ID
415,2012-01-13,2018-12-27 23:06:01,,60.86,2,43,1
416,2012-01-14,2018-12-27 23:06:01,,31.00,2,43,3
417,2012-01-13,2018-12-27 23:06:01,,1.20,3,43,8
418,2012-01-17,2018-12-27 23:06:01,,25.70,2,43,12
419,2012-01-24,2018-12-27 23:06:01,,13.70,2,43,12
420,2011-12-01,2018-12-27 23:06:01,,5.00,2,43,3
421,2011-12-01,2018-12-27 23:06:01,,23.00,2,29,3
422,2011-12-02,2018-12-27 23:06:01,,15.70,2,25,7
423,2011-12-05,2018-12-27 23:06:01,,30.00,2,43,1
424,2011-12-05,2018-12-27 23:06:01,,13.34,2,43,12
425,2011-12-06,2018-12-27 23:06:01,,9.30,2,43,18
426,2011-12-07,2018-12-27 23:06:01,,15.70,2,25,7
427,2011-12-07,2018-12-27 23:06:01,,7.10,2,3,3
428,2011-12-08,2018-12-27 23:06:01,,5.00,2,43,3
429,2011-12-09,2018-12-27 23:06:01,,92.44,2,43,12
430,2011-12-12,2018-12-27 23:06:01,,30.00,2,43,1
431,2011-12-12,,,12.00,6,43,21
432,2011-12-16,2018-12-27 23:06:01,,15.70,2,25,7
433,2011-12-21,2018-12-27 23:06:01,,7.50,2,43,3
434,2012-01-26,2018-12-27 23:06:01,,5.00,2,43,3
435,2012-01-25,2018-12-27 23:06:01,,5.00,2,43,3
444,2012-02-03,2018-12-27 23:06:01,,10.04,3,43,12
445,2012-01-27,2018-12-27 23:06:01,,2.98,3,43,12
446,2012-01-23,2018-12-27 23:06:01,,8.40,3,2,4
447,2012-01-28,2018-12-27 23:06:01,,8.40,3,2,4
448,2012-01-30,2018-12-27 23:06:01,,1.20,3,43,8
449,2012-02-01,2018-12-27 23:06:01,,5.33,3,43,12
450,2012-02-03,2018-12-27 23:06:01,,50.00,5,43,1
470,2012-02-09,2018-12-27 23:06:01,,19.26,2,43,12
478,2012-02-11,2018-12-27 23:06:01,utensilios cozinha. piripack,18.40,2,149,18
479,2012-01-29,2018-12-27 23:06:01,,4.19,2,43,3
480,2012-02-10,2018-12-27 23:06:01,,3.90,3,43,8
481,2012-02-10,2018-12-27 23:06:01,,32.80,5,43,3
482,2012-02-08,2018-12-27 23:06:01,,6.84,2,43,3
484,2012-02-15,2018-12-27 23:06:01,,7.50,3,43,3
485,2012-02-14,2018-12-27 23:06:01,,6.57,2,43,19
486,2012-02-14,2018-12-27 23:06:01,,5.00,2,43,3
487,2012-02-13,2018-12-27 23:06:01,recarga celular Carol,17.00,2,43,21
488,2012-02-13,2018-12-27 23:06:01,,20.00,5,43,1
489,2012-02-15,2018-12-27 23:06:01,entrada parcelamento manutenção astra,175.00,2,43,10
490,2011-12-12,,,12.00,6,43,21
491,2012-01-02,,,12.00,3,43,21
492,2011-12-12,,,12.00,6,43,21
493,2012-01-17,2018-12-27 23:06:01,,31.00,2,43,3
494,2012-01-24,2018-12-27 23:06:01,,8.07,2,43,12
496,2012-02-17,2018-12-27 23:06:01,,3.90,3,43,8
497,2012-02-12,2018-12-27 23:06:01,,14.50,2,43,3
498,2012-02-11,2018-12-27 23:06:01,,3.81,2,43,12
499,2012-02-18,2018-12-27 23:06:01,,66.45,5,43,1
500,2012-02-18,2018-12-27 23:06:01,,8.40,3,2,4
501,2012-02-20,2018-12-27 23:06:01,,1.74,2,43,12
502,2012-02-18,2018-12-27 23:06:01,sorvete carol,13.33,2,23,3
503,2012-02-18,2018-12-27 23:06:01,,10.44,2,43,1
504,2012-02-17,2018-12-27 23:06:01,,8.00,2,43,3
505,2012-02-22,2018-12-27 23:06:01,,30.00,2,43,1
506,2012-02-16,2018-12-27 23:06:01,,10.38,2,43,3
507,2012-02-18,2018-12-27 23:06:01,,4.88,2,43,3
508,2012-02-17,2018-12-27 23:06:01,,23.43,2,43,3
509,2012-02-22,2018-12-27 23:06:01,,6.40,2,43,3
511,2012-02-22,2018-12-27 23:06:01,,8.40,3,2,4
512,2012-02-12,2018-12-27 23:06:01,,8.40,3,2,4
513,2012-02-11,2018-12-27 23:06:01,,8.40,3,2,4
514,2012-02-12,2018-12-27 23:06:01,,14.50,3,43,3
515,2012-02-11,2018-12-27 23:06:01,,60.00,5,43,1
516,2012-02-23,2018-12-27 23:06:01,,5.00,2,43,3
517,2012-02-23,2018-12-27 23:06:01,,15.98,2,43,12
520,2012-03-09,2018-12-27 23:06:01,,26.12,2,43,12
525,2012-03-18,2018-12-27 23:06:01,,8.40,3,2,4
526,2012-03-20,2018-12-27 23:06:01,,10.00,2,43,3
527,2012-03-19,2018-12-27 23:06:01,,8.40,3,2,4
528,2012-03-18,2018-12-27 23:06:01,,50.00,5,43,1
531,2012-03-17,2018-12-27 23:06:01,,13.90,2,43,3
533,2012-03-17,2018-12-27 23:06:01,semente chia ball,16.00,2,43,18
534,2012-03-17,2018-12-27 23:06:01,camisinha,7.05,2,43,19
535,2012-03-13,2018-12-27 23:06:01,,15.00,2,626,3
536,2012-03-12,2018-12-27 23:06:01,,8.40,3,2,4
537,2012-03-15,2018-12-27 23:06:01,,5.00,2,43,3
538,2012-03-14,2018-12-27 23:06:01,,13.00,5,43,3
539,2012-03-14,2018-12-27 23:06:01,,5.00,2,43,3
540,2012-03-13,2018-12-27 23:06:01,remedio Carol,15.38,2,43,19
541,2012-03-15,2018-12-27 23:06:01,,20.00,2,43,1
542,2012-03-16,2018-12-27 23:06:01,,4.90,5,43,3
543,2012-03-10,2018-12-27 23:06:01,cerveja carol,2.50,2,43,3
544,2012-03-11,2018-12-27 23:06:01,,7.34,2,43,12
545,2012-03-03,2018-12-27 23:06:01,,8.40,3,2,4
546,2012-03-05,2018-12-27 23:06:02,,8.40,3,2,4
547,2012-03-01,2018-12-27 23:06:02,,5.00,2,43,3
548,2012-03-03,2018-12-27 23:06:02,,11.50,2,43,3
549,2012-03-07,2018-12-27 23:06:02,,5.00,2,43,3
550,2012-03-02,2018-12-27 23:06:02,,43.00,5,43,1
551,2012-02-24,2018-12-27 23:06:02,,60.00,2,43,1
552,2012-03-24,2018-12-27 23:06:02,,22.00,2,43,1
553,2012-02-25,2018-12-27 23:06:02,,17.76,2,43,12
554,2012-02-24,2018-12-27 23:06:02,,8.40,3,2,4
555,2012-02-25,2018-12-27 23:06:02,,6.50,3,2,4
556,2012-02-25,2018-12-27 23:06:02,casa da cachacha brotas,19.00,2,140,6
557,2012-03-27,2018-12-27 23:06:02,,8.40,3,2,4
558,2012-02-25,2018-12-27 23:06:02,,6.50,3,2,4
559,2012-02-28,2018-12-27 23:06:02,,10.42,2,43,19
560,2012-02-28,2018-12-27 23:06:02,,10.42,2,43,19
561,2012-02-28,2018-12-27 23:06:02,,15.84,2,43,12
562,2012-03-08,2018-12-27 23:06:02,,7.50,2,43,3
563,2012-03-08,2018-12-27 23:06:02,,5.00,2,43,3
564,2012-03-08,2018-12-27 23:06:02,,37.80,5,43,3
565,2012-03-10,2018-12-27 23:06:02,,60.01,5,43,1
566,2012-03-10,2018-12-27 23:06:02,,8.40,3,2,4
567,2012-03-10,2018-12-27 23:06:02,,3.00,2,43,12
568,2012-02-12,2018-12-27 23:06:02,,15.70,2,25,7
569,2011-12-12,,,17.00,6,43,21
570,2012-02-14,2018-12-27 23:06:02,,32.04,2,43,12
571,2012-02-20,2018-12-27 23:06:02,,6.40,2,43,3
572,2012-03-19,2018-12-27 23:06:02,,7.00,2,43,3
573,2012-03-24,2018-12-27 23:06:02,,8.40,3,2,4
574,2012-03-26,2018-12-27 23:06:02,,8.40,3,2,4
575,2012-03-25,2018-12-27 23:06:02,,16.59,2,4,12
576,2012-03-23,2018-12-27 23:06:02,,3.90,3,43,8
577,2012-03-21,2018-12-27 23:06:02,,8.20,2,43,3
578,2012-03-23,2018-12-27 23:06:02,cacau show shoppging,7.15,2,23,3
579,2012-03-22,2018-12-27 23:06:02,,5.00,2,43,3
580,2012-03-23,2018-12-27 23:06:02,,3.60,2,43,3
581,2012-03-22,2018-12-27 23:06:02,,41.47,2,43,12
582,2012-03-24,2018-12-27 23:06:02,,51.90,2,43,1
583,2012-03-23,2018-12-27 23:06:02,,2.50,2,43,3
584,2012-03-23,2018-12-27 23:06:02,bota Carol Shopping,49.99,2,23,20
585,2012-03-23,2018-12-27 23:06:02,,30.30,2,43,3
589,2012-03-30,2018-12-27 23:06:02,,15.41,2,43,12
592,2012-03-29,2018-12-27 23:06:02,,12.50,2,43,3
593,2012-03-29,2018-12-27 23:06:02,,5.00,2,43,3
594,2012-03-30,2018-12-27 23:06:02,,15.48,2,43,3
599,2012-03-31,2018-12-27 23:06:02,,8.40,3,2,4
601,2012-03-30,2018-12-27 23:06:02,,5.00,2,43,3
613,2012-04-10,2018-12-27 23:06:02,,5.00,3,43,3
614,2011-10-07,2018-12-27 23:06:02,,12.99,2,8,12
615,2012-04-12,2018-12-27 23:06:02,,6.12,2,43,12
616,2012-04-10,2018-12-27 23:06:02,,4.55,2,43,12
617,2012-04-27,2018-12-27 23:06:02,,6.00,5,43,3
618,2012-04-26,2018-12-27 23:06:02,,11.35,2,43,12
619,2012-05-11,2018-12-27 23:06:02,,8.20,3,43,3
620,2012-04-23,2018-12-27 23:06:02,,8.40,3,2,4
621,2012-04-24,2018-12-27 23:06:02,,19.29,2,43,12
622,2012-04-21,2018-12-27 23:06:02,,60.01,5,43,1
623,2012-04-21,2018-12-27 23:06:02,,14.50,2,43,3
624,2012-04-21,2018-12-27 23:06:02,,29.28,2,43,12
625,2012-04-21,2018-12-27 23:06:02,,8.40,3,2,4
626,2012-04-21,2018-12-27 23:06:02,,14.50,2,43,12
627,2012-04-21,2018-12-27 23:06:02,,6.42,3,43,12
628,2012-04-20,2018-12-27 23:06:02,,8.55,5,43,12
629,2012-04-21,2018-12-27 23:06:02,,6.42,5,43,12
630,2012-04-19,2018-12-27 23:06:02,,7.50,2,43,3
631,2012-04-16,2018-12-27 23:06:02,,1.28,5,43,12
632,2012-04-12,2018-12-27 23:06:02,,5.00,2,43,3
633,2012-04-13,2018-12-27 23:06:02,,5.20,3,43,3
634,2012-04-15,2018-12-27 23:06:02,,14.00,2,43,12
635,2012-04-16,2018-12-27 23:06:02,,30.00,2,43,1
636,2012-04-14,2018-12-27 23:06:02,,10.00,2,43,3
637,2012-04-14,2018-12-27 23:06:02,,8.40,3,2,4
638,2012-05-02,2018-12-27 23:06:02,,2.50,5,43,3
639,2012-04-30,2018-12-27 23:06:02,,8.40,3,2,4
640,2012-04-30,2018-12-27 23:06:02,,31.70,2,43,3
641,2012-04-30,2018-12-27 23:06:02,,9.90,2,43,19
642,2012-04-14,2018-12-27 23:06:02,,14.01,3,43,20
643,2012-04-14,2018-12-27 23:06:02,,40.00,2,43,3
644,2012-04-16,2018-12-27 23:06:02,,8.40,3,2,4
645,2012-04-14,2018-12-27 23:06:02,,10.65,2,43,12
646,2012-04-13,2018-12-27 23:06:02,,26.17,2,43,12
647,2012-04-14,2018-12-27 23:06:02,gasolina e troca de oleo do astra,105.00,2,43,1
648,2012-04-28,2018-12-27 23:06:02,,35.60,2,43,3
649,2012-04-28,2018-12-27 23:06:02,,8.40,3,2,4
650,2012-04-28,2018-12-27 23:06:02,,8.40,3,2,4
651,2012-03-27,2018-12-27 23:06:02,,15.32,2,43,12
652,2012-05-06,2018-12-27 23:06:02,,30.60,5,43,3
653,2012-05-05,2018-12-27 23:06:02,,8.40,3,2,4
654,2012-05-07,2018-12-27 23:06:02,,8.40,3,2,4
655,2012-05-05,2018-12-27 23:06:02,,14.00,2,43,3
656,2012-05-05,2018-12-27 23:06:02,,15.21,2,43,12
657,2012-05-03,2018-12-27 23:06:02,,16.61,2,43,3
658,2012-05-03,2018-12-27 23:06:02,,5.00,2,43,3
659,2012-05-05,2018-12-27 23:06:02,,70.00,5,43,1
660,2012-05-04,2018-12-27 23:06:02,,5.89,2,43,12
661,2012-04-28,2018-12-27 23:06:02,,75.90,2,43,3
662,2012-04-29,2018-12-27 23:06:02,,8.40,3,2,4
663,2012-04-28,2018-12-27 23:06:02,,13.50,2,43,3
664,2012-04-28,2018-12-27 23:06:02,,60.00,5,43,1
665,2012-04-28,2018-12-27 23:06:02,,30.00,2,43,3
666,2012-05-09,2018-12-27 23:06:02,,5.00,3,43,3
667,2012-05-13,2018-12-27 23:06:02,almoço dia das mães carol.,50.00,3,43,3
668,2012-05-12,2018-12-27 23:06:02,,60.00,5,43,1
669,2012-05-14,2018-12-27 23:06:02,,8.40,3,2,4
670,2012-05-12,2018-12-27 23:06:02,,8.40,3,2,4
671,2012-05-12,2018-12-27 23:06:02,,10.50,3,43,3
672,2012-05-10,2018-12-27 23:06:02,,28.65,2,43,12
673,2012-05-11,2018-12-27 23:06:02,,29.00,2,43,3
674,2012-03-31,2018-12-27 23:06:02,,50.00,2,43,1
675,2012-04-01,2018-12-27 23:06:02,,11.78,2,43,12
676,2012-04-03,2018-12-27 23:06:02,,13.51,2,43,12
677,2012-04-04,2018-12-27 23:06:02,,8.20,2,43,3
678,2012-04-05,2018-12-27 23:06:02,,5.70,2,43,3
679,2012-04-05,2018-12-27 23:06:02,,32.36,2,43,12
680,2011-12-12,,,12.00,6,43,21
681,2012-04-25,2018-12-27 23:06:02,,8.20,2,43,3
682,2012-04-26,,,12.00,3,43,21
683,2012-04-26,,cartão microSD 8G do Ball,41.45,3,43,18
685,2012-05-23,2018-12-27 23:06:02,,5.00,3,43,3
686,2012-05-21,2018-12-27 23:06:02,,36.96,2,43,3
687,2012-05-21,2018-12-27 23:06:02,,8.40,3,2,4
688,2012-05-17,2018-12-27 23:06:02,,5.00,2,43,3
689,2012-05-16,2018-12-27 23:06:03,,8.00,2,43,3
690,2012-05-17,2018-12-27 23:06:03,,34.38,2,43,12
691,2012-05-18,2018-12-27 23:06:03,,10.81,2,43,12
692,2012-05-19,2018-12-27 23:06:03,,45.00,5,43,1
693,2012-05-19,2018-12-27 23:06:03,,16.50,2,43,1
694,2012-05-18,2018-12-27 23:06:03,bolo aniversario da Carol,31.55,2,43,18
695,2012-05-19,2018-12-27 23:06:03,,8.40,3,2,4
696,2012-05-24,2018-12-27 23:06:03,,17.00,2,43,3
697,2012-05-24,2018-12-27 23:06:03,,5.00,2,43,3
698,2012-05-26,2018-12-27 23:06:03,,8.40,3,2,4
699,2012-05-28,2018-12-27 23:06:03,,19.80,2,43,3
700,2012-05-29,2018-12-27 23:06:03,,5.00,2,43,3
701,2012-05-26,2018-12-27 23:06:03,,62.10,2,43,12
702,2012-05-26,2018-12-27 23:06:03,,50.00,2,43,1
703,2012-06-08,2018-12-27 23:06:03,,6.63,2,43,12
704,2012-06-04,2018-12-27 23:06:03,,8.40,3,2,4
705,2012-06-04,2018-12-27 23:06:03,,10.50,2,43,3
706,2012-06-06,2018-12-27 23:06:03,,44.14,2,43,12
707,2012-05-31,2018-12-27 23:06:03,,14.00,2,43,3
708,2012-06-06,2018-12-27 23:06:03,,8.00,2,43,3
709,2012-06-03,2018-12-27 23:06:03,,8.40,3,2,4
710,2012-06-02,2018-12-27 23:06:03,,18.00,2,43,3
711,2012-06-01,2018-12-27 23:06:03,,12.40,2,43,3
712,2012-06-02,2018-12-27 23:06:03,,24.00,2,43,3
713,2012-05-31,2018-12-27 23:06:03,,5.00,2,43,3
714,2012-05-30,2018-12-27 23:06:03,,5.00,2,43,3
715,2012-06-02,2018-12-27 23:06:03,,24.00,2,43,3
716,2012-05-31,2018-12-27 23:06:03,,4.33,3,43,3
717,2012-06-01,2018-12-27 23:06:03,,12.42,3,43,3
719,2012-06-18,2018-12-27 23:06:03,,8.40,3,2,4
720,2012-06-16,2018-12-27 23:06:03,,8.40,3,2,4
722,2012-06-06,2018-12-27 23:06:03,,20.00,5,43,3
723,2012-06-16,2018-12-27 23:06:03,,20.00,5,43,3
724,2012-06-17,2018-12-27 23:06:03,,9.91,2,43,12
725,2012-06-09,2018-12-27 23:06:03,bolsa carol(calçadao da bastista),30.00,2,43,20
726,2012-06-16,2018-12-27 23:06:03,,11.50,5,43,3
727,2012-06-13,2018-12-27 23:06:03,,6.70,2,43,3
728,2012-06-16,2018-12-27 23:06:03,,60.00,5,43,1
729,2012-06-16,2018-12-27 23:06:03,,34.80,2,22,11
730,2012-06-14,2018-12-27 23:06:03,,9.00,5,43,3
731,2012-06-11,2018-12-27 23:06:03,,7.00,5,43,3
732,2012-06-12,2018-12-27 23:06:03,choperia do outro lado,54.20,5,627,3
733,2012-06-13,2018-12-27 23:06:03,,10.50,3,43,3
734,2012-06-09,2018-12-27 23:06:03,,50.00,5,43,1
735,2012-06-09,2018-12-27 23:06:03,,10.50,2,43,3
736,2012-06-11,2018-12-27 23:06:03,,8.40,3,2,4
737,2012-06-13,2018-12-27 23:06:03,,10.50,5,43,3
738,2012-06-09,2018-12-27 23:06:03,,8.40,3,2,4
739,2012-06-16,2018-12-27 23:06:03,bauru cap,10.00,2,43,18
740,2012-06-15,2018-12-27 23:06:03,,3.61,2,43,12
741,2012-05-02,2018-12-27 23:06:03,,15.70,2,25,7
742,2012-06-19,2018-12-27 23:06:03,,5.00,3,43,3
744,2012-06-14,2018-12-27 23:06:03,,16.70,2,43,12
746,2012-06-18,2018-12-27 23:06:03,,3.90,2,43,3
747,2012-06-20,2018-12-27 23:06:03,,8.20,2,43,3
748,2012-06-26,2018-12-27 23:06:03,,5.74,2,43,12
749,2012-06-21,2018-12-27 23:06:03,Funilaria porta do Astra,300.00,3,43,10
750,2012-06-21,2018-12-27 23:06:03,,10.00,2,43,3
751,2012-06-21,2018-12-27 23:06:03,,5.00,2,43,3
752,2011-06-23,2018-12-27 23:06:03,,8.40,3,2,4
753,2012-06-23,2018-12-27 23:06:03,,45.46,2,22,11
754,2012-06-25,2018-12-27 23:06:03,,8.40,3,2,4
755,2012-06-23,2018-12-27 23:06:03,,29.00,2,43,3
756,2012-06-22,2018-12-27 23:06:03,,33.00,2,43,3
757,2012-06-23,2018-12-27 23:06:03,,27.20,2,22,11
759,2012-06-25,2018-12-27 23:06:03,,8.00,2,43,3
760,2012-06-28,2018-12-27 23:06:03,,6.50,2,43,3
761,2012-06-28,2018-12-27 23:06:03,,60.14,2,43,12
762,2012-06-27,2018-12-27 23:06:03,,5.00,2,43,3
763,2012-06-28,2018-12-27 23:06:03,,7.00,2,43,3
764,2012-06-28,2018-12-27 23:06:03,,15.50,2,31,3
766,2012-07-01,2018-12-27 23:06:03,,3.50,2,43,3
767,2012-06-30,2018-12-27 23:06:03,,8.40,3,2,4
768,2012-07-02,2018-12-27 23:06:03,,8.70,3,2,4
769,2012-07-01,2018-12-27 23:06:03,,30.00,2,43,1
770,2012-06-30,2018-12-27 23:06:03,,53.75,2,43,1
771,2012-06-30,2018-12-27 23:06:03,,22.90,2,43,3
772,2012-07-01,2018-12-27 23:06:03,star innjau,50.50,2,43,18
773,2012-06-30,2018-12-27 23:06:03,,6.90,2,43,3
774,2012-06-29,2018-12-27 23:06:03,,3.61,2,43,12
775,2012-07-10,2018-12-27 23:06:03,,3.00,2,43,3
776,2012-07-12,2018-12-27 23:06:03,,7.50,2,43,3
777,2012-07-06,2018-12-27 23:06:03,,8.70,3,2,4
778,2012-07-10,2018-12-27 23:06:03,,8.70,3,2,4
779,2012-07-08,2018-12-27 23:06:03,,17.69,2,43,12
780,2012-07-07,2018-12-27 23:06:03,,9.96,2,43,12
781,2012-07-05,2018-12-27 23:06:03,,5.50,2,43,3
782,2012-07-03,2018-12-27 23:06:03,,8.20,2,43,3
783,2012-07-04,2018-12-27 23:06:03,,8.18,2,43,12
784,2012-07-06,2018-12-27 23:06:03,,60.00,5,43,1
785,2012-07-04,2018-12-27 23:06:03,,5.00,2,43,3
786,2012-07-13,2018-12-27 23:06:03,,3.90,3,43,8
787,2012-07-13,2018-12-27 23:06:03,,33.00,5,43,3
788,2012-07-14,2018-12-27 23:06:03,,50.00,5,43,1
789,2012-07-14,2018-12-27 23:06:03,,22.00,5,43,3
790,2012-07-14,2018-12-27 23:06:03,,27.20,2,22,11
791,2012-07-17,2018-12-27 23:06:03,,8.20,2,43,3
792,2012-07-21,2018-12-27 23:06:03,,8.70,3,2,4
793,2012-07-23,2018-12-27 23:06:03,,8.70,3,2,4
794,2012-07-22,2018-12-27 23:06:03,carvão ball,18.00,2,43,18
795,2012-07-21,2018-12-27 23:06:03,,13.00,2,43,21
796,2012-07-16,2018-12-27 23:06:03,,8.70,3,2,4
797,2012-07-14,2018-12-27 23:06:03,,8.70,3,2,4
798,2012-07-17,2018-12-27 23:06:03,papatuty,21.40,2,43,3
799,2012-07-12,2018-12-27 23:06:03,,57.27,2,43,12
800,2012-07-18,2018-12-27 23:06:03,,44.58,2,43,12
801,2012-07-21,2018-12-27 23:06:03,,50.00,5,43,1
802,2012-07-19,2018-12-27 23:06:03,,6.11,5,43,12
803,2012-07-20,2018-12-27 23:06:03,,2.46,5,43,12
804,2012-07-21,2018-12-27 23:06:03,pizza (dois corregos),25.00,3,43,3
805,2012-07-30,2018-12-27 23:06:03,,8.70,3,2,4
806,2012-08-06,2018-12-27 23:06:04,,8.70,3,2,4
807,2012-08-04,2018-12-27 23:06:04,,8.70,3,2,4
808,2012-08-04,2018-12-27 23:06:04,,62.00,2,43,12
809,2012-08-07,2018-12-27 23:06:04,,9.50,3,43,3
810,2012-08-04,2018-12-27 23:06:04,,16.50,5,43,3
811,2012-08-06,2018-12-27 23:06:04,,18.35,2,43,12
812,2012-07-27,2018-12-27 23:06:04,,29.00,3,43,3
813,2012-07-25,2018-12-27 23:06:04,,33.87,3,43,12
814,2012-03-03,2018-12-27 23:06:04,,6.50,3,43,12
815,2012-08-02,2018-12-27 23:06:04,,3.00,2,43,3
816,2012-08-03,2018-12-27 23:06:04,,39.50,5,43,3
817,2012-08-02,2018-12-27 23:06:04,,17.77,2,43,12
818,2012-08-03,2018-12-27 23:06:04,,8.00,2,43,3
819,2012-08-03,2018-12-27 23:06:04,,5.50,2,43,3
820,2012-08-02,2018-12-27 23:06:04,,8.20,2,43,3
821,2012-07-31,2018-12-27 23:06:04,mesa pc,120.00,2,43,18
822,2012-07-25,2018-12-27 23:06:04,,17.45,2,43,12
823,2012-07-27,2018-12-27 23:06:04,,7.00,2,43,3
824,2012-07-26,2018-12-27 23:06:04,,24.90,2,43,3
825,2012-07-28,2018-12-27 23:06:04,,64.68,2,43,3
826,2012-07-28,2018-12-27 23:06:04,,2.75,2,43,19
828,2012-07-29,2018-12-27 23:06:04,,34.50,2,43,3
829,2012-07-30,2018-12-27 23:06:04,,30.00,2,43,1
